no.,Product Name,Shop Name,Brand,Date,Sales Value,Sales Unit,Price
47,七度空间卫生巾整箱批发少女超薄纯棉柔日用夜用护垫姨妈巾混合装,华商创辉家居专营店,SPACE7/七度空间,1706,416606.7000,12002,34.71143976
48,七度空间卫生巾少女系列纯棉姨妈巾超薄超长日用夜用熟睡420组合,七度空间官方旗舰店,SPACE7/七度空间,1706,406094.7000,6061,67.00127042
49,全棉时代 奈丝公主卫生巾 纯棉表层日用夜用 棉爽超吸组合装 16包,全棉时代官方旗舰店,Purcotton/全棉时代,1706,392203.2000,3221,121.76442099
50,ABC卫生巾 日用夜用套装纯棉柔防侧漏囤货组合20包包邮B5,abc官方旗舰店,ABC,1706,391848.2400,3531,110.97372982
51,七度空间卫生巾批发整箱少女姨妈巾纯棉日用夜用正品护垫混合装,亮洁家居专营店,SPACE7/七度空间,1706,373686.8800,6516,57.34912216
52,护舒宝甜睡棉柔卫生巾纯棉夜用姨妈巾组合混合套装超长超薄400mm,宝洁官方旗舰店,whisper/护舒宝,1706,311709.3000,6660,46.80319820
53,七度空间卫生巾批发少女纯棉柔超薄日用夜用护垫17包95片组合装,七度空间瑞硕专卖店,SPACE7/七度空间,1706,311359.3000,4157,74.90000000
54,自由点无感7日纯棉卫生巾日夜用组合87片超薄棉柔姨妈巾套装正品,自由点旗舰店,FREEMORE/自由点,1706,305003.6000,8127,37.52966654
55,七度空间卫生巾少女纯棉日用超长夜用护垫混合装姨妈巾组合装,七度空间恒阜专卖店,SPACE7/七度空间,1706,304544.8000,5213,58.42025705
56,淘淘氧棉纯棉卫生巾夜用舒适日夜用超值组合装无荧光官方正品包邮,淘淘氧棉旗舰店,淘淘氧棉,1706,296661.5500,4461,66.50113203
57,高洁丝卫生巾亲亲棉日用7包+美人鱼扇尾夜用3包+迷你巾1包,高洁丝官方旗舰店,高洁丝,1706,284122.4000,4313,65.87581730
58,宝洁进口护舒宝Always液体卫生巾无荧光剂日用36片+夜用16片,宝洁海外旗舰店,whisper/护舒宝,1706,279290.7000,2561,109.05532995
