no.,tb_item_id,name,platform,shop_name,shop_type,month,num,sales(yuan),brand
10,41451085855,【天猫超市】ABC卫生巾纤薄棉柔排湿表层日用+夜用6包 大包装,阿里,天猫超市,天猫超市,1708,42140,1503849.4000,ABC
11,535662890789,【买就送进口品】苏菲卫生巾裸感S230+250+超熟睡420Air气垫组合,阿里,苏菲官方旗舰店,天猫,1708,16021,1333436.9000,SOFY/苏菲
12,522221500890,全棉时代 奈丝公主卫生巾 纯棉表层亲肤超吸日夜混合装卫生棉16包,阿里,全棉时代官方旗舰店,天猫,1708,17673,2090185.6000,Purcotton/全棉时代
13,544438389550,ADAOFU阿道夫卫生巾日用夜用混合装棉柔经期姨妈巾套装42片无香味,阿里,阿道夫家居旗舰店,天猫,1708,42270,2051255.4000,ADAOFU/阿道夫
14,35484934610,怡丽棉柔纤巧舒适组合装 日用贴身透气姨妈巾 夜用超长防漏卫生巾,阿里,怡丽官方旗舰店,天猫,1708,18729,766438.8700,Elis/怡丽
15,544204239375,丹碧丝Tampax进口隐形卫生棉条 导管式内置无感姨妈卫生巾日夜用,阿里,宝洁官方旗舰店,天猫,1708,12977,1308908.7000,Tampax/丹碧丝
16,524890306555,洁婷透气日夜用组合卫生巾整箱批发棉柔卫生棉姨妈巾混合装89片,阿里,洁婷旗舰店,天猫,1708,13487,840028.8600,Ladycare/洁婷
17,39694236533,【天猫超市】七度空间卫生巾少女超薄棉柔2日用+2夜用36片组合装,阿里,天猫超市,天猫超市,1708,43038,1265719.2000,SPACE7/七度空间
18,523012195903,Free飞卫生巾日夜用组合装女神卫生巾超薄棉柔姨妈巾日夜套装92片,阿里,free旗舰店,天猫,1708,14245,852952.2000,Free/飞
19,526488074556,高洁丝亲亲棉日夜箱装(240mm48片+280mm8片+420mm8片+迷你)卫生巾,阿里,高洁丝官方旗舰店,天猫,1708,9470,696860.6000,高洁丝
20,,,,,,,,,
21,45561865834,七度空间卫生巾少女系列纯棉超薄日用夜用特长夜用420姨妈巾组合,阿里,七度空间官方旗舰店,天猫,1708,10895,784018.5000,SPACE7/七度空间
22,40601814277,【官方店】洁婷卫生巾透气双U棉柔日夜用周75片姨妈巾批发组合,阿里,洁婷旗舰店,天猫,1708,17332,1039833.4400,Ladycare/洁婷
23,521855694909,宝洁进口护舒宝Always液体卫生巾无荧光剂日用54片+夜用16片,阿里,宝洁海外旗舰店,天猫国际,1708,5354,771825.3000,whisper/护舒宝
24,550003259844,七度空间卫生巾批发少女纯棉柔超薄日用夜用护垫姨妈巾整箱混合装,阿里,七度空间恒阜专卖店,天猫,1708,9399,656646.5000,SPACE7/七度空间
25,531072067994,强生ob卫生棉条混合量多普通型3盒德国进口内置式姨妈卫生巾月经,阿里,强生中国官方旗舰店,天猫,1708,16467,931731.4100,o．b．
26,25108800128,怡丽棉柔纤巧量贩组合装 日用贴身透气姨妈巾 夜用超长防漏卫生巾,阿里,怡丽官方旗舰店,天猫,1708,14611,866793.0300,Elis/怡丽
27,539024415360,【天猫超市】ABC卫生巾棉柔日用超长夜用周期套装10包 送护垫22片,阿里,天猫超市,天猫超市,1708,18095,1170189.5000,ABC
28,41351658382,【日夜爆款】苏菲卫生巾 夜用超熟睡420+290+日用组合10包,阿里,苏菲官方旗舰店,天猫,1708,40280,2726024.6000,SOFY/苏菲
29,43367805551,七度空间优雅系列卫生巾丝柔超薄姨妈巾套装日用夜用组合官方正品,阿里,七度空间官方旗舰店,天猫,1708,14053,994043.8000,SPACE7/七度空间
30,531381347003,洁婷卫生巾组合透气双U棉柔纤薄日用混合装批发包邮促销正品75片,阿里,洁婷旗舰店,天猫,1708,7001,392538.7200,Ladycare/洁婷
1,42633265811,【日夜爆款】苏菲超熟睡夜用柔棉感420+290+日用弹力贴身组合,阿里,苏菲官方旗舰店,天猫,1709,33658,2465753.5000,SOFY/苏菲
